sr,rr,t,lm,bo,rem,nr,hr,sl
26.310198456048965,17.2399799823761,98.68305516242981,1.6201201975345612,96.99284386634827,60.58065353427082,8.462928414344788,33.55534687638283,0
98.69751304388046,29.32466745376587,83.91464492678642,18.655006229877472,88.9707241654396,104.9916797876358,3.214386910200119,83.21326851844788,4
99.55905169248581,29.458958745002747,84.46483546495438,18.901761412620544,86.17074382305145,104.97647702693939,2.42638823390007,83.39892029762268,4
97.10152715444565,27.114115357398987,87.2645955979824,18.22371596097946,93.56663656234741,104.95031207799911,3.418465733528137,82.17859447002411,3
46.75793007016182,6.574224352836609,98.22506654262543,-1.5230237543582916,96.98297601938248,32.74478942155838,8.247798085212708,23.65052968263626,0
68.19630786776543,22.58640283346176,98.41001319885254,2.38703203946352,96.81644213199615,97.19548255205154,5.668625056743622,59.617793560028076,1
98.45397800207138,27.786396265029907,84.7404783256352,18.326530396938324,93.6022652387619,104.96591985225677,-0.6543691456317902,77.83866912126541,3
47.265772204846144,21.138061106204987,97.57010328769684,10.989242136478424,96.91214960813522,84.78830248117447,1.6839671283960342,57.083093002438545,1
52.35315978527069,11.781240224838257,98.80981373786926,-4.840378522872925,96.98633235692978,37.85283923149109,8.798871338367462,36.429312229156494,0
80.855253636837,25.551429390907288,96.1995495557785,13.149222373962402,93.75520837306976,102.35153585672379,1.6838300675153732,74.29415374994278,2
87.9307746887207,22.934613406658173,97.67811727523804,14.399202406406403,96.53832924365997,104.23368752002716,5.032460331916809,57.4007973074913,2
99.24669295549393,29.093075037002563,78.32373654842377,18.633606672286987,80.22128348052502,104.98617053031921,3.083978444337845,82.26065993309021,4
69.83939737081528,17.232466354966164,98.68778157234192,9.521523505449295,96.74562287330627,75.96061751246452,7.449983596801758,62.13903158903122,1
75.08305221796036,21.988873720169067,93.81774187088013,15.869782507419586,89.28794410824776,103.58066082000732,4.453583300113678,68.02337437868118,2
98.09631377458572,26.663418292999268,81.82570484280586,18.421500265598297,84.39861905574799,104.71164375543594,1.210367739200592,72.25963413715363,3
95.19950956106186,28.30129873752594,93.29573225975037,18.55422043800354,87.438923984766,104.95014309883118,4.931186020374298,80.44566720724106,3
76.4671316742897,14.153615325689316,98.73112952709198,6.632016837596893,96.94579344987869,87.03372448682785,6.721512258052826,47.53767807036638,1
95.8943259716034,27.277743101119995,85.26053312420845,17.954635858535767,88.92158341407776,104.95552897453308,2.9493798315525055,81.29788130521774,3
97.8978744149208,27.247815012931824,86.41554506123066,17.657253980636597,90.8112810254097,104.97937381267548,0.5805007740855217,78.45751255750656,3
94.12488102912903,23.359891414642334,75.21019566059113,17.26891392469406,77.96197724342346,104.86570179462433,-1.3202637434005737,79.2679888010025,4
68.88040274381638,12.272825241088867,98.01558494567871,2.5272876545786858,96.94809210300446,94.81960862874985,5.355707287788391,58.808413594961166,1
98.13098460435867,28.339518904685974,90.06928658485413,17.968594074249268,91.86733019351959,104.79313462972641,0.9783708080649376,79.29633975028992,3
99.7441354393959,29.06727421283722,75.92607235908508,18.750798642635345,89.40242078900337,104.99813586473465,2.5006843507289886,83.12651544809341,4
62.883863747119904,17.56390105187893,98.25233101844788,9.43176919221878,96.69846338033676,84.19465988874435,7.373840510845184,49.5262156939134,1
42.47649811208248,6.5226627588272095,98.1078292131424,-0.193485826253891,96.97922629117966,67.4658489972353,7.615721583366394,42.745778039097786,0
99.24013316631317,29.3827086687088,91.60281300544739,18.685347378253937,93.22538357973099,104.99636560678482,5.2011637687683105,82.86559700965881,4
69.70188438892365,20.25843358039856,98.32565212249756,1.7784404903650284,96.66161698102951,93.23381423950195,6.2734567523002625,60.734171122312546,1
98.37871581315994,28.75558650493622,94.68994641304016,18.378600120544434,88.47271528840065,104.95644897222519,7.583878934383392,80.66857784986496,3
97.57682502269745,27.169397830963135,73.21157598495483,17.74963104724884,84.99402832984924,104.95595276355743,-1.3513575196266174,81.36494934558868,4
65.67399188876152,22.199165999889374,98.86985349655151,13.44302886724472,96.89476799964905,100.8639532327652,7.272998034954071,60.93383774161339,1
99.4429063796997,29.07255721092224,76.88395977020264,18.54515904188156,86.92269307374954,104.98722732067108,2.913735419511795,83.78129720687866,4
98.82137537002563,28.638075470924377,84.7454662360251,18.196301102638245,82.3957320842892,104.96211379766464,0.7749357149004936,82.66051054000854,4
65.05025133490562,23.8501079082489,95.55435454845428,17.184707760810852,92.42793959379196,104.23784494400024,3.3895340859889984,62.74055778980255,2
97.51834094524384,27.48134756088257,93.35696530342102,18.08727914094925,91.22774136066437,104.81965899467468,1.0916032791137695,70.22057712078094,3
91.14543199539185,25.41456377506256,80.89577805995941,16.065017819404602,82.59440741315484,104.5702001452446,0.04271455993875861,77.53971368074417,3
99.6677914261818,25.54482877254486,86.58259505033493,18.546607434749603,90.71365576982498,104.97069954872131,1.5128175169229507,81.8656513094902,4
99.02220129966736,28.202497243881226,77.96798825263977,18.6453458070755,89.36050814390182,104.97681230306625,3.301905781030655,81.8266025185585,4
99.34185743331909,28.901818990707397,81.48772293329239,18.55482929944992,81.27866369485855,104.99796152114868,3.3285210728645325,83.64705055952072,4
90.97252368927002,20.090913474559784,98.723517537117,6.240785583853722,96.98599350452423,96.75042361021042,7.050216972827911,55.12276776134968,1
62.44625434279442,16.3478719368577,98.57618856430054,-2.3320861756801605,96.99262928962708,51.73570163547993,8.198517858982086,28.5780331492424,0
88.79060536623001,26.265592098236084,96.32198226451874,16.38780915737152,95.67562711238861,99.87209647893906,3.692404568195343,74.12299245595932,2
80.33366680145264,26.134928226470947,96.24597334861755,6.588088288903236,92.5452299118042,104.31670993566513,3.623282700777054,75.53098112344742,2
97.52633333206177,29.05328607559204,80.92983341217041,18.205767512321472,92.19641488790512,104.97935771942139,3.655582934617996,81.72743886709213,4
76.04837387800217,14.653978809714317,98.6765855550766,13.278487861156464,96.98489022254944,90.28742641210556,6.903936803340912,67.997205555439,1
96.67888462543488,28.080820560455322,87.32572892308235,17.295990824699402,91.31480765342712,104.99473214149475,3.495197296142578,80.23085504770279,3
84.28523987531662,24.042744159698486,98.86191940307617,13.725293815135956,96.91939425468445,75.77347576618195,8.228237271308899,53.089391104876995,1
98.4243294596672,27.844417452812195,82.77265554666519,18.11374270915985,87.98623856902122,104.92986023426056,2.4684128165245056,82.41212993860245,4
79.66822028160095,22.27245706319809,97.76681172847748,12.670836091041565,93.40783280134201,103.88051569461823,3.4590429961681366,63.56785371899605,2
97.85752564668655,28.07460629940033,91.38313174247742,18.115251004695892,93.82046473026276,104.91186261177063,2.362425595521927,75.16011357307434,3
97.66179412603378,29.17814791202545,81.8921762406826,18.17827397584915,82.07669765502214,104.98918265104294,-0.7370708361268044,82.4408146739006,4
82.19578802585602,26.569365739822388,81.32023537158966,17.736596405506134,87.22889047861099,104.41739737987518,2.2931626439094543,75.49481332302094,3
78.98722171783447,22.84175330400467,98.6273638010025,5.766616962850094,96.94289219379425,99.91771817207336,7.303966283798218,62.77367666363716,1
99.01402205228806,28.648916006088257,76.73607337474823,18.649946689605713,87.8218540251255,104.98372972011566,1.7793480902910233,84.19886976480484,4
99.18188512325287,28.316571950912476,80.24833291769028,18.191174507141113,83.12449780106544,104.95445340871811,-1.6801941990852356,82.1511822938919,4
76.61093235015869,16.275779113173485,98.97607505321503,3.699087832123041,96.99463111162186,98.46462070941925,6.607419669628143,54.64112602174282,1
54.39323537051678,11.276913344860077,98.66522347927094,4.43868288397789,96.98865604400635,91.04922473430634,7.779002666473389,45.79010386019945,0
98.54918509721756,29.522698521614075,93.28149211406708,18.603923559188843,89.74703681468964,104.91805046796799,5.79742956161499,80.3486168384552,3
98.47846984863281,27.58634579181671,79.32638466358185,18.352028369903564,89.2445110976696,104.71131920814514,-0.6131351441144943,82.60871529579163,4
32.25247249007225,14.127415001392365,98.92919731140137,-3.3914143443107605,96.97600317001343,78.26201722025871,7.934873878955841,31.060839891433716,0
99.19787973165512,25.160558462142944,91.43535047769547,18.302158057689667,94.16467618942261,104.99024212360382,6.449443995952606,73.72447073459625,3
99.92651790380478,28.66282570362091,75.23516535758972,18.84354317188263,88.42592415213585,104.98850136995316,2.7223158180713654,83.77176344394684,4
98.38850140571594,29.534037232398987,85.97268675267696,18.663882553577423,87.79703956842422,104.98882055282593,4.094581961631775,82.31589317321777,4
99.5928767323494,28.83590793609619,86.88922610878944,18.279901087284088,82.06147196982056,104.96168196201324,0.4858139678835869,82.20658659934998,4
99.94591861963272,28.553406476974487,83.25735403597355,18.710081815719604,91.6230873465538,104.99633878469467,2.6755987107753754,83.37145805358887,4
65.5652292072773,9.97189474105835,97.57680320739746,3.5710690412670374,96.827341735363,83.71084839105606,8.089931309223175,52.26049169898033,1
60.667163133621216,10.319209516048431,98.42867600917816,1.0158694684505463,96.9650052189827,74.34741899371147,5.9403945207595825,24.376065731048584,0
91.97376191616058,28.068517208099365,88.30001920461655,18.191051125526428,86.63616743683815,104.80050534009933,2.558720648288727,79.4542184472084,3
87.61324614286423,22.665432929992676,98.00643420219421,13.997323453426361,94.69739866256714,102.45506912469864,5.571398735046387,76.26355171203613,2
84.87681746482849,21.36949872970581,97.26104664802551,15.22983068227768,93.77570581436157,104.23276484012604,2.867631196975708,51.75132043659687,2
97.64612406492233,28.547881484031677,78.07242321968079,18.31036114692688,87.3398896753788,104.96580451726913,5.35940819978714,83.33541542291641,4
97.68039166927338,28.33934783935547,90.10708200931549,15.279390752315521,91.69252616167068,104.85335022211075,2.5915495455265045,79.5865061879158,3
32.724703550338745,7.590376615524292,98.83205473423004,-2.4648649096488953,96.98721301555634,46.52725338935852,7.6994810700416565,35.501495599746704,0
96.53827369213104,22.05754393339157,91.34882229566574,15.817980110645294,90.37173670530319,104.85914379358292,5.121122896671295,76.058748960495,3
64.53815996646881,17.403138130903244,98.68271720409393,10.192008256912231,96.84790980815887,71.53806120157242,6.73652458190918,55.179986506700516,1
44.79347665444948,23.113240242004395,98.92482721805573,6.023544535040855,96.99683320522308,92.23571866750717,8.244357347488403,61.46657586097717,1
66.18533089756966,19.307406306266785,98.85019433498383,13.897868037223816,96.89628255367279,94.66948539018631,4.828979909420013,57.38203749060631,1
97.25399553775787,27.222076773643494,88.19992136955261,16.467592358589172,92.88435411453247,104.9299943447113,6.836281836032867,77.20373511314392,3
90.57152420282364,25.5643652677536,90.64606672525406,17.1894713640213,91.49671238660812,104.91383671760559,4.3757050931453705,81.69257700443268,3
98.92827272415161,29.033897280693054,79.67475128173828,18.533023834228516,82.66571187227964,104.65174198150635,-1.0442172288894653,82.23864257335663,4
97.84545838832855,26.576452016830444,86.9295551776886,17.921802937984467,86.00666996836662,104.91190016269684,2.708974778652191,78.73618215322495,3
67.20163598656654,16.06875836662948,94.34965574741364,13.152391850948334,92.28249323368073,100.68934947252274,3.0923233330249786,73.60095530748367,2
96.28870338201523,26.307679176330566,88.35333067178726,17.761227130889893,88.56215444207191,104.93619561195374,1.8922147750854492,75.61085194349289,3
74.3091806769371,21.963678300380707,98.658482670784,10.173909157514572,96.82581108808517,103.46387475728989,2.9609927237033844,78.5870110988617,2
66.3020433485508,27.266029715538025,97.39671981334686,16.176830172538757,92.44709146022797,93.10365736484528,2.3741272687911987,54.847014620900154,2
53.09742130339146,18.905931621789932,97.72278201580048,7.839111030101776,96.96541202068329,89.20039415359497,7.161132752895355,54.376176595687866,1
53.690359368920326,19.47256091237068,98.05775380134583,-3.5530683994293213,96.67764496803284,95.83116352558136,5.163469612598419,48.51288488134742,1
57.01314829289913,22.38064044713974,98.19721043109894,6.44291752576828,96.59203153848648,99.66986060142517,7.085393607616425,62.14060664176941,1
83.35546433925629,27.212121605873108,97.47097551822662,14.648999214172363,93.82598739862442,100.74849486351013,4.922341167926788,67.15476617217064,2
69.16880562901497,24.491066336631775,97.62198615074158,13.288159906864166,96.46169406175613,96.21453702449799,1.1144490614533424,64.81939688324928,2
96.62037760019302,28.15021300315857,88.37519386410713,18.2373988032341,90.76334190368652,104.58834797143936,4.394490748643875,79.38566088676453,3
94.04848128557205,26.58305847644806,93.12602376937866,18.156516790390015,93.48773223161697,104.94777470827103,1.9485890418291092,80.14957398176193,3
88.0408650636673,20.893998444080353,98.80175197124481,10.679321378469467,96.78152245283127,85.23306101560593,4.238716632127762,67.97525703907013,1
99.37788873910904,27.99781882762909,76.27848279476166,18.15597766637802,92.06260395050049,104.93978172540665,-0.31683412939310074,79.75401878356934,4
47.13491080328822,9.937415480613708,98.8988344669342,-3.808733880519867,96.91915732622147,51.78664214909077,7.107757866382599,36.67055919766426,0
